invoice_id,subscription_id,customer_id,amount_due,currency,period_start,period_end,invoice_json
inv_01KMYSTG0J4WJCGW60RZKY4WXJ,subs_01KKHHWH62TRGZX8AASRZBEP0C,cust_01KFB88YMPA498VE1TZ6WJ51QV0,26875,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z,"{""id"":""inv_01KMYSTG0J4WJCGW60RZKY4WXJ"",""customer_id"":""cust_01KFB88YMPA498VE1TZ6WJ51QV0"",""subscription_id"":""subs_01KKHHWH62TRGZX8AASRZBEP0C"",""invoice_type"":""SUBSCRIPTION"",""invoice_status"":""DRAFT"",""payment_status"":""PENDING"",""currency"":""usd"",""amount_due"":""26875"",""amount_paid"":""0"",""subtotal"":""26875"",""total"":""26875"",""total_discount"":""0"",""amount_remaining"":""26875"",""invoice_number"":null,""idempotency_key"":""subscription_invoice-80a00febf71ffd63-temp"",""billing_sequence"":null,""description"":""Invoice for subscription subs_01KKHHWH62TRGZX8AASRZBEP0C"",""due_date"":""2026-04-02T00:00:00Z"",""billing_period"":""MONTHLY"",""period_start"":""2026-03-01T00:00:00Z"",""period_end"":""2026-04-01T00:00:00Z"",""billing_reason"":""SUBSCRIPTION_CYCLE"",""line_items"":[{""id"":""inv_line_01KMYSTG0K2V6JGCXMW7HZ3GXQ"",""invoice_id"":""inv_01KMYSTG0J4WJCGW60RZKY4WXJ"",""customer_id"":""cust_01KFB88YMPA498VE1TZ6WJ51QV0"",""subscription_id"":""subs_01KKHHWH62TRGZX8AASRZBEP0C"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKHHWH6SB2MG5A5G9XV6C7M2"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Platform Voice Minutes Fee - Arrear"",""amount"":""21875"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-03-01T00:00:00Z"",""period_end"":""2026-04-01T00:00:00Z"",""metadata"":{""description"":""Platform Voice Minutes Fee - Arrear (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:08.979149Z"",""updated_at"":""2026-03-30T07:20:08.979149Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSTG0K2V6JGCXMW8HCA27N"",""invoice_id"":""inv_01KMYSTG0J4WJCGW60RZKY4WXJ"",""customer_id"":""cust_01KFB88YMPA498VE1TZ6WJ51QV0"",""subscription_id"":""subs_01KKHHWH62TRGZX8AASRZBEP0C"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHJADTQD3Q"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-03-01T00:00:00Z"",""period_end"":""2026-04-01T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:08.979153Z"",""updated_at"":""2026-03-30T07:20:08.979153Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSTG0K2V6JGCXMWB2VS5PD"",""invoice_id"":""inv_01KMYSTG0J4WJCGW60RZKY4WXJ"",""customer_id"":""cust_01KFB88YMPA498VE1TZ6WJ51QV0"",""subscription_id"":""subs_01KKHHWH62TRGZX8AASRZBEP0C"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKHHWH6P7Z4MP2YHX0PDKQDS"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Platform License Fee - Arrear"",""amount"":""5000"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-03-01T00:00:00Z"",""period_end"":""2026-04-01T00:00:00Z"",""metadata"":{""description"":""Platform License Fee - Arrear (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:08.979155Z"",""updated_at"":""2026-03-30T07:20:08.979155Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSTG0K2V6JGCXMWDQBK9MG"",""invoice_id"":""inv_01KMYSTG0J4WJCGW60RZKY4WXJ"",""customer_id"":""cust_01KFB88YMPA498VE1TZ6WJ51QV0"",""subscription_id"":""subs_01KKHHWH62TRGZX8AASRZBEP0C"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHHF8XZ3BX"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Addon HIPAA"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-01T00:00:00Z"",""period_end"":""2026-05-01T00:00:00Z"",""metadata"":{""description"":""Addon HIPAA (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:08.979158Z"",""updated_at"":""2026-03-30T07:20:08.979158Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSTG0K2V6JGCXMWGJMYM7Y"",""invoice_id"":""inv_01KMYSTG0J4WJCGW60RZKY4WXJ"",""customer_id"":""cust_01KFB88YMPA498VE1TZ6WJ51QV0"",""subscription_id"":""subs_01KKHHWH62TRGZX8AASRZBEP0C"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHHK6SYB63"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-01T00:00:00Z"",""period_end"":""2026-05-01T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:08.97916Z"",""updated_at"":""2026-03-30T07:20:08.97916Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSTG0K2V6JGCXMWHNR9EE8"",""invoice_id"":""inv_01KMYSTG0J4WJCGW60RZKY4WXJ"",""customer_id"":""cust_01KFB88YMPA498VE1TZ6WJ51QV0"",""subscription_id"":""subs_01KKHHWH62TRGZX8AASRZBEP0C"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHJAZ8RZCP"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-01T00:00:00Z"",""period_end"":""2026-05-01T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:08.979162Z"",""updated_at"":""2026-03-30T07:20:08.979162Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSTG0K2V6JGCXMWMXK9BQE"",""invoice_id"":""inv_01KMYSTG0J4WJCGW60RZKY4WXJ"",""customer_id"":""cust_01KFB88YMPA498VE1TZ6WJ51QV0"",""subscription_id"":""subs_01KKHHWH62TRGZX8AASRZBEP0C"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHJDRAFYFK"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-01T00:00:00Z"",""period_end"":""2026-05-01T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:08.979166Z"",""updated_at"":""2026-03-30T07:20:08.979166Z"",""created_by"":"""",""updated_by"":""""}],""version"":0,""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""adjustment_amount"":""0"",""refunded_amount"":""0"",""total_tax"":""0"",""total_prepaid_credits_applied"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""deleted"",""created_at"":""2026-03-30T07:20:08.97914Z"",""updated_at"":""2026-03-30T07:20:08.97914Z"",""created_by"":"""",""updated_by"":""""}"
inv_01KMYSVBY150N9GYCP7NRWE613,subs_01KMG7FP14PV7G3ER931281CGC,cust_01KFB88RMC2AXWGB52PYM09RFC0,20000,usd,2026-03-07T00:00:00Z,2026-04-07T00:00:00Z,"{""id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""invoice_type"":""SUBSCRIPTION"",""invoice_status"":""DRAFT"",""payment_status"":""PENDING"",""currency"":""usd"",""amount_due"":""20000"",""amount_paid"":""0"",""subtotal"":""20000"",""total"":""20000"",""total_discount"":""0"",""amount_remaining"":""20000"",""invoice_number"":null,""idempotency_key"":""subscription_invoice-c4ad36553f494ff1-temp"",""billing_sequence"":null,""description"":""Invoice for subscription subs_01KMG7FP14PV7G3ER931281CGC"",""due_date"":""2026-04-08T00:00:00Z"",""billing_period"":""MONTHLY"",""period_start"":""2026-03-07T00:00:00Z"",""period_end"":""2026-04-07T00:00:00Z"",""billing_reason"":""SUBSCRIPTION_CYCLE"",""line_items"":[{""id"":""inv_line_01KMYSVBY150N9GYCP7QRNACHV"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHJ9AE0ZH1"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-03-07T00:00:00Z"",""period_end"":""2026-04-07T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.569322Z"",""updated_at"":""2026-03-30T07:20:37.569322Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSVBY150N9GYCP7SSYXVTN"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KMG7FP2E4E68QAWVEDPSGZNS"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Usage Bank Fee - Arrear"",""amount"":""20000"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-03-07T00:00:00Z"",""period_end"":""2026-04-07T00:00:00Z"",""metadata"":{""description"":""Usage Bank Fee - Arrear (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.569327Z"",""updated_at"":""2026-03-30T07:20:37.569327Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSVBY150N9GYCP7TWYD2RP"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHJCWES0S1"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-03-07T00:00:00Z"",""period_end"":""2026-04-07T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.569343Z"",""updated_at"":""2026-03-30T07:20:37.569343Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSVBY150N9GYCP7V24Y11Z"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHHF8XZ3BX"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Addon HIPAA"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-07T00:00:00Z"",""period_end"":""2026-05-07T00:00:00Z"",""metadata"":{""description"":""Addon HIPAA (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.569345Z"",""updated_at"":""2026-03-30T07:20:37.569345Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSVBY150N9GYCP7X65QEM2"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHHK6SYB63"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-07T00:00:00Z"",""period_end"":""2026-05-07T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.569348Z"",""updated_at"":""2026-03-30T07:20:37.569348Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSVBY150N9GYCP80ESN954"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHJAZ8RZCP"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-07T00:00:00Z"",""period_end"":""2026-05-07T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.56935Z"",""updated_at"":""2026-03-30T07:20:37.56935Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSVBY150N9GYCP80Z6NR4B"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KKE8KVMZQBMTBDCHJDRAFYFK"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-07T00:00:00Z"",""period_end"":""2026-05-07T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.569351Z"",""updated_at"":""2026-03-30T07:20:37.569351Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSVBY150N9GYCP819JWZRK"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KMFT9DQ4HA550TV89JCTPFE2"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-07T00:00:00Z"",""period_end"":""2026-05-07T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.569352Z"",""updated_at"":""2026-03-30T07:20:37.569352Z"",""created_by"":"""",""updated_by"":""""},{""id"":""inv_line_01KMYSVBY150N9GYCP837DFNWJ"",""invoice_id"":""inv_01KMYSVBY150N9GYCP7NRWE613"",""customer_id"":""cust_01KFB88RMC2AXWGB52PYM09RFC0"",""subscription_id"":""subs_01KMG7FP14PV7G3ER931281CGC"",""entity_id"":""plan_01KKE7PG4KBDMYVB6XKFPZE2BM"",""entity_type"":""plan"",""plan_display_name"":""Fixed Charges"",""price_id"":""price_01KMFTBQZ2P94WQC5BFX1Q6CWK"",""price_type"":""FIXED"",""price_unit_amount"":""0"",""display_name"":""Fixed Charges"",""amount"":""0"",""quantity"":""1"",""currency"":""usd"",""period_start"":""2026-04-07T00:00:00Z"",""period_end"":""2026-05-07T00:00:00Z"",""metadata"":{""description"":""Fixed Charges (Fixed Charge)""},""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""prepaid_credits_applied"":""0"",""line_item_discount"":""0"",""invoice_level_discount"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""published"",""created_at"":""2026-03-30T07:20:37.569353Z"",""updated_at"":""2026-03-30T07:20:37.569353Z"",""created_by"":"""",""updated_by"":""""}],""version"":0,""environment_id"":""env_01KG4E6FR5YCNW0742N6CA1YD1"",""adjustment_amount"":""0"",""refunded_amount"":""0"",""total_tax"":""0"",""total_prepaid_credits_applied"":""0"",""tenant_id"":""tenant_01KF5GXB4S7YKWH2Y3YQ1TEMQ3"",""status"":""deleted"",""created_at"":""2026-03-30T07:20:37.569287Z"",""updated_at"":""2026-03-30T07:20:37.569287Z"",""created_by"":"""",""updated_by"":""""}"
