invoice_id,subscription_id,customer_id,amount_due,currency,period_start,period_end
inv_01KMYWFKYZJHTS80RXEKVCPTMG,subs_01KK2C962RA6VHJXAACHK6MKE2,cust_01KK2C95YVCNWGXP7J18BMGAZV,0,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYWJ81E9XS3SFE1B63Q12V6,subs_01KG4TN6PB09YNXMRTPTQKHX6K,cust_01KFB881XZYRR5CF5ZS7RFR68Z0,754.77,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYWMKGAVF07M31Y9WBPKQQE,subs_01KG4WXAB9W98R539KAQ74TH1X,cust_01KFGPZGM1CG0SSTQYQ53WEM810,17.29,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYWPJHY0BMTZJP4FFGQS0E1,subs_01KK2CFDMTDB7F4FAFEYTR71R8,cust_01KK2CFDGTEVDB60QJ1GTYSQN5,0.23,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYWRHMSETNG4EVAR9602FT6,subs_01KG4VYV87V3KSFE5GBHQX41CB,cust_01KFDMYEGEJX2BJ6YHKA5V3DEV0,67.56,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYWTRFGVG4KZ67EMM3TYM0D,subs_01KKEVX943D2GYCZKPXFRJSJ9P,cust_01KFBQXWW27Y1S6YYCVPV0504N0,12.07,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYWV42A6SDAM7G7W7ET6J72,subs_01KKEH2477TCQZ4BXCNG8E7ENA,cust_01KFBQXWW27Y1S6YYCVPV0504N0,21000,usd,2026-03-01T00:00:00Z,2026-06-01T00:00:00Z
inv_01KMYWVCAPF9T2PE821R74S21S,subs_01KG4TJJAT9XK22RYWY0914BJC,cust_01KFBQXWW27Y1S6YYCVPV0504N0,0,usd,2026-03-11T16:34:09Z,2026-03-11T16:34:09Z
inv_01KMYWYMGC54JHAC5DYJ7D7S7H,subs_01KJAWDAMYTFDTM83HB3CTDQFV,cust_01KJAWDAJEJ3JQAR8N01B6ZWG3,273.39,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYX21C1KZTD7C4CQFYXK05F,subs_01KG4TXC5GBG284BTDYNEA1JKS,cust_01KFBGMZF3RTHAG4EJFM2DYFKE0,183.88,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYX4V8S19TNGC6MSHXYG0YY,subs_01KJAHPJRJFE0JC0H508ENS7MK,cust_01KJAHPJP1SXNZQ7XZ2RE61KRG,3513.03,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYX7ZWQMKBMDFV9ZW8FD5CD,subs_01KG4TNWGNSDGP5EH5655E9DS5,cust_01KFCCRM9YM8HWJVEG6ZSC1H080,0.85,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYXAS9W4DGN2ERRCEAWGMR4,subs_01KJDEJ387Y62N3GDMZAJZT0W9,cust_01KJDEJ35KC37CFCP62CEYSCC4,52.33,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYXB62E529DD94D59X658QQ,subs_01KMQMSPXF1996R4NZA54SBHEB,cust_01KFBNPV0EFKDXG08ERH4D7FR00,35000,usd,2026-03-01T00:00:00Z,2026-06-01T00:00:00Z
inv_01KMYXDENX6FZJ45561QT7WP4H,subs_01KG4TKE1MQ7R78XMWTRC4K46D,cust_01KFBNPV0EFKDXG08ERH4D7FR00,593.88,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYXH7WGJ2YQ77HMPFFQPW50,subs_01KG4SAMK6N58C5SV6REH2QV77,cust_01KF9J21DRQKJTNEFX8AQTPHV70,18898.35,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYXM8FQW47CWGVA5RH3WQ0N,subs_01KG4THQ09VST66GTPAY2MM09P,cust_01KFB87WPFQMSZVA0PFE71XCX90,80103.63,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYXQ419J5RHXJ5KWEH4Y5FE,subs_01KG4SC1T2K1N5ESDWS2J2NXKJ,cust_01KF9M17XSGW6YJZNBY8KWY5QW0,443.01,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYXT8QVSXD146Q7H0D9X9NY,subs_01KKEVYKGX7FCTR2FXXVWHB1N3,cust_01KFB8A6K3FQNTDR087VW6BNE20,86694.43,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYXWS5JACXDJ789Y0828V23,subs_01KKETQ155S5MCJN1P6QDJMNMQ,cust_01KFBNPDQX4PK6ESXSCGX3SXB30,989.85,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYXZGNQYBZYAXDR06C6VJRH,subs_01KG4S5C8XPEEVFDBB4CGA92HB,cust_01KFB8JG4SCTJRB4KY9T9TKMPF0,24710.37,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYY2QS7BKPWEXMG4F7VHZ2M,subs_01KG4TK2QKP4X1TZRDJEMYPT7H,cust_01KFB8BD6AQGJFAR5YY5V3TDWC0,3195.82,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYY6QE57MWYHB3HTA9QV8GM,subs_01KG4TMCMZXKXP54YQ062SANGG,cust_01KFB8C79G8EAK7Z2SV468F7BV0,5073.58,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYY8MM1NZ3N9VNPZZ4NME22,subs_01KG4THBRXSBJBBKEKHXDCX7K6,cust_01KFB8E73PY9ZAGSEHRYAK8YT10,5299.03,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYA8GGJXX73H56VVDV642F,subs_01KG4W71EKDA1NBNFJDW3Z1QRW,cust_01KFDKVP0KM9AAV6N7P2FHVX450,0.13,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYCZSJKQ8N16H670ZBAXFM,subs_01KG4V9YQ03PX1QJ0SFB0ACZR9,cust_01KFDEZGH6JTTBMST9VX6432YN0,4853.7,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYFXKQD9SNPA2TRN206VCE,subs_01KG4TGXEG16N46ZBVWBVAWA61,cust_01KFB8EMSYGXPTAEAGRP0BJ58J0,154317.57,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYJ8SYR3QTRJQGXFA1JD7G,subs_01KG4TGPTF5K4JFAB0X3E8ASAM,cust_01KFB8DPTWVPM2XQSTSZYSMQA50,25176.4,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYM45M4HZ9QBAXMTT3MZFD,subs_01KKERWQM1ZSV8ZXB28T40K45F,cust_01KFDDK40HG28C7T9Z654Z74C10,108.79,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYP6W97S2RF9QKFK4FSZ9W,subs_01KG4TK734PZ0T3Q3DRM5XE61P,cust_01KFB8CFBANKV79TQ2NWGN5ABG0,6106.44,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYQCJJTKR25NP0T3GX2BC2,subs_01KG4TKQEDM8XRHZ815X03Q3ZT,cust_01KFB89EV99Z834X4EKZ03ERCF0,4180.51,usd,2026-03-27T00:00:00Z,2026-04-27T00:00:00Z
inv_01KMYYSGZZ8Z6NZT8JP9SQSV0Y,subs_01KKHHCJZZDKVP0EFT5VS8MSJ7,cust_01KKHFS13QATY0K13H2G1TYG9C,15.72,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYTX2ASC4PHBGBJ7TWJSC8,subs_01KG4V7MCD2SX2378ZC458G9DY,cust_01KFDFAKT31VR9RJES2KCVQP840,282.66,usd,2026-03-01T00:00:00Z,2026-04-01T00:00:00Z
inv_01KMYYWBWQ6DJ0SG6DB3J9176D,subs_01KG4TK32QGW5DQ3SZX6FTY89Y,cust_01KFBNR7TKKMW0Q45D6443NG550,180.77,usd,2026-03-22T00:00:00Z,2026-04-22T00:00:00Z
inv_01KMYYXGWRM9J7A1BTWDFADS8M,subs_01KG4TG7DKXMENW04X5Z7FMCG1,cust_01KFB8NHG99KVEN100YYM85VCG0,581.91,usd,2026-03-11T00:00:00Z,2026-04-11T00:00:00Z
